Dos. nr.;DossierStatus;Boekingsdatum;Vertrekdatum;Volledige naam klant;Bestemming;ArticlePoNummer;Artikelcode;Omschrijving;Artikelprijs;Totaal dossier
672;Ok;03.11.2012 18:56:20;29.06.2013 00:00:00;59bf7b4f38b6162a;Dordogne Frankrijk;;0ae6d9e358376a70;Zomerweek halve dagtochten eerste week in huisje;699,00;3.257,13
673;Ok;03.11.2012 20:50:37;05.07.2013 00:00:00;0b446846af2c8936;Ardennen;;0b78829197420162;Workshop met IJslanders in de Ardennen;620,00;0,00
673;Ok;03.11.2012 20:50:37;05.07.2013 00:00:00;0b446846af2c8936;Ardennen;;369f66c6ac648145;Extra overnachting logies en ontbijt;120,00;0,00
674;Ok;05.11.2012 12:20:41;17.11.2012 00:00:00;026cee49c0c76b83;Jordanië Petra en Wadi Rum;;9c9771e779a4f4a2;Paardrijtrektocht Petra en Wadi Rum 4 dagen rijden;2.320,00;2.320,00
675;Ok;06.11.2012 14:45:58;23.12.2012 00:00:00;9e62859038d304e2;Marokko;;a8848972a699ef01;Trektocht in de woestijn van Marokko;738,00;718,00
675;Ok;06.11.2012 14:45:58;23.12.2012 00:00:00;9e62859038d304e2;Marokko;;a8848972a699ef01;restitutie laatste overnachting;-20,00;718,00
676;Ok;06.11.2012 14:52:40;28.01.2013 00:00:00;1e8fe74223543907;Chile;;91447672dfa4f581;Tocht der meren Andesgebergte ;2.500,00;2.500,00
677;Ok;20.11.2012 10:09:41;19.05.2013 00:00:00;ae68ccf73d90fe4c;Kreta Griekenland;;43be7b829061c56f;Begeleide Trektocht Kreta;989,00;1.139,00
677;Ok;20.11.2012 10:09:41;19.05.2013 00:00:00;ae68ccf73d90fe4c;Kreta Griekenland;;43be7b829061c56f;Eenpersoonskamer;150,00;1.139,00
678;Ok;26.11.2012 10:23:15;12.04.2013 00:00:00;49122f491a95e76b;Noord Eifel Duitsland;;be8fbe09c6ee3d94;Driedaags Nationaal Park trektochtweekend ;814,00;814,00
679;Ok;27.11.2012 10:35:45;05.05.2013 00:00:00;aa7ff2720e52d244;Madrid Spanje;;;Lijnvlucht inclusief 20 kg bagage;1.530,00;1.695,00
679;Ok;27.11.2012 10:35:45;05.05.2013 00:00:00;aa7ff2720e52d244;Madrid Spanje;;;Lijnvlucht Ankie Hanegraaf zonder ruimbagage;140,00;1.695,00
679;Ok;27.11.2012 10:35:45;05.05.2013 00:00:00;aa7ff2720e52d244;Madrid Spanje;;;Reserveringskosten;25,00;1.695,00
680;Ok;27.11.2012 10:47:24;05.05.2013 00:00:00;aa7ff2720e52d244;Gredos Spanje;;0a6e82d0ca9962ff;Kastelen vd Gredos 8 dgn/ 7 nachten groep;10.710,00;11.502,80
680;Ok;27.11.2012 10:47:24;05.05.2013 00:00:00;aa7ff2720e52d244;Gredos Spanje;;2d3fc69cbe28b72c;Eenpersoonskamer groepsprijs;120,00;11.502,80
680;Ok;27.11.2012 10:47:24;05.05.2013 00:00:00;aa7ff2720e52d244;Gredos Spanje;;aea26b5756bd0feb;Annuleringsverz.America, v.Halem, keppens, de Groot incl vlucht;649,80;11.502,80
680;Ok;27.11.2012 10:47:24;05.05.2013 00:00:00;aa7ff2720e52d244;Gredos Spanje;;0a40ba0908143439;Poliskosten;3,00;11.502,80
680;Ok;27.11.2012 10:47:24;05.05.2013 00:00:00;aa7ff2720e52d244;Gredos Spanje;;c8297c6b4eac70c7;Reisverzekering Europa P. v Halem;20,00;11.502,80
681;Ok;27.11.2012 11:08:32;05.05.2013 00:00:00;e03187cbe7d07327;Gredos Spanje;;0a6e82d0ca9962ff;Kastelen vd Gredos 8 dgn/ 7 nachten groep;1.190,00;1.310,00
681;Ok;27.11.2012 11:08:32;05.05.2013 00:00:00;e03187cbe7d07327;Gredos Spanje;;2d3fc69cbe28b72c;Eenpersoonskamer groepsprijs, daar waar mogelijk;120,00;1.310,00
682;Ok;27.11.2012 16:16:30;28.01.2013 00:00:00;8efd3613d1ac27ab;Chili;;91447672dfa4f581;Tocht der meren Andesgebergte ;1.250,00;1.250,00
683;Ok;02.12.2012 21:13:10;03.12.2012 00:00:00;373114711d22ff01;Emsland Duitsland;;03c0c95dc667121f;Korte Midweek Westernranch;429,00;429,00
684;Ok;05.12.2012 14:13:04;23.12.2012 00:00:00;fe95a12ff323ceac;Jordanië;;9c9771e779a4f4a2;Paardrijtrektocht 4 dagen rijden + verlenging volgens email 5/12;2.688,00;2.808,96
684;Ok;05.12.2012 14:13:04;23.12.2012 00:00:00;fe95a12ff323ceac;Jordanië;;1f5324d93d081e6e;Annuleringsverzekering De Luxe;120,96;2.808,96
685;Ok;05.12.2012 19:28:19;12.05.2013 00:00:00;d5172a1cc28867c8;Cappadocië Turkije;;1fdba1667f1df5de;Pension trektocht Cappadocië;2.500,00;3.703,43
685;Ok;05.12.2012 19:28:19;12.05.2013 00:00:00;d5172a1cc28867c8;Cappadocië Turkije;;9dc22f3ff00c0a41;Lijnvlucht Turkish Airlines;550,00;3.703,43
685;Ok;05.12.2012 19:28:19;12.05.2013 00:00:00;d5172a1cc28867c8;Cappadocië Turkije;;fb6cff73f197d34e;Reserveringskosten vlucht;25,00;3.703,43
685;Ok;05.12.2012 19:28:19;12.05.2013 00:00:00;d5172a1cc28867c8;Cappadocië Turkije;;e54031dc7470d67e;Autohuur Sunny Cars incl 1 extra bestuurder;544,00;3.703,43
685;Ok;05.12.2012 19:28:19;12.05.2013 00:00:00;d5172a1cc28867c8;Cappadocië Turkije;;c8297c6b4eac70c7;Annuleringsverzekering mevr Buitenweg;81,43;3.703,43
685;Ok;05.12.2012 19:28:19;12.05.2013 00:00:00;d5172a1cc28867c8;Cappadocië Turkije;;0a40ba0908143439;Poliskosten;3,00;3.703,43
686;Ok;07.12.2012 12:32:19;01.06.2013 00:00:00;97ec15332f71f735;Molise Abruzzen Italie;;4f361dd62b79fe13;Trektocht Parco Nazionale d'Abruzzo ;2.300,00;2.300,00
687;Ok;07.12.2012 12:51:33;05.04.2013 00:00:00;840191bc736866fc;Brabant Leenderheide;;aae72f7aa6dca586;Paardijweekend Brabant;1.100,00;1.100,00
688;Ok;10.12.2012 15:53:48;27.04.2013 00:00:00;5ccc83b810001bf5;Alentejo Portugal;;0de79b1b3cf34ddb;Semi-Trektocht kust vd Lusitano;1.878,00;2.058,00
688;Ok;10.12.2012 15:53:48;27.04.2013 00:00:00;5ccc83b810001bf5;Alentejo Portugal;;f3f95dff5da4c1db;Verzameltransfer retour;180,00;2.058,00
689;Ok;13.12.2012 14:01:36;30.12.2012 00:00:00;29bfc555ce48eec7;Marokko;;a8848972a699ef01; la Chevauchee du desert speciale prijs;500,00;500,00
690;Ok;16.12.2012 19:20:47;24.12.2012 00:00:00;e543d82a0c571f4f;Jordanie Wadi Rum en Petra;;9c9771e779a4f4a2;Paardrijtrektocht Petra en Wadi Rum 4 dagen rijden;2.178,00;3.621,00
690;Ok;16.12.2012 19:20:47;24.12.2012 00:00:00;e543d82a0c571f4f;Jordanie Wadi Rum en Petra;;a6fda426581ba5a5;2 extra nachten Aqaba, 1x LO , 1x HP 4* Marina Plaza;368,00;3.621,00
690;Ok;16.12.2012 19:20:47;24.12.2012 00:00:00;e543d82a0c571f4f;Jordanie Wadi Rum en Petra;;9dc22f3ff00c0a41;Lijnvlucht Turkish Airlines;1.050,00;3.621,00
690;Ok;16.12.2012 19:20:47;24.12.2012 00:00:00;e543d82a0c571f4f;Jordanie Wadi Rum en Petra;;fb6cff73f197d34e;Reserveringskosten vlucht;25,00;3.621,00
691;Ok;17.12.2012 15:21:32;02.06.2013 00:00:00;8164de76597c1297;Gredos Spanje;;0a6e82d0ca9962ff;Kastelen vd Gredos  groep min. 6 personen;6.600,00;0,00
691;Ok;17.12.2012 15:21:32;02.06.2013 00:00:00;8164de76597c1297;Gredos Spanje;;2d3fc69cbe28b72c;Eenpersoonskamer ;200,00;0,00
691;Ok;17.12.2012 15:21:32;02.06.2013 00:00:00;8164de76597c1297;Gredos Spanje;;;Lijnvlucht inclusief 20 kg ruimbagage en flexticket;780,00;0,00
691;Ok;17.12.2012 15:21:32;02.06.2013 00:00:00;8164de76597c1297;Gredos Spanje;;;Reserveringskosten;25,00;0,00
692;Ok;19.12.2012 15:16:07;03.04.2013 00:00:00;c8a5439ed42a3de3;Algarve Portugal;;50db66c18a7cd74a;Gevorderdenweek Westernranch Algarve oude prijs 2012;1.280,00;1.280,00
693;Ok;19.12.2012 15:45:12;25.05.2013 00:00:00;fa9fa836848a8c9b;Corsica Frankrijjk;;1bf8143176ae173f;Back to Basic tenten trektocht;2.784,00;2.784,00
694;Ok;20.12.2012 15:22:41;12.04.2013 00:00:00;8efd3613d1ac27ab;Brabant Loonse en Drunense Duinen;;cca6d8483c47b116;Paardrijweekend B - 7 uur Groepskamer;628,00;628,00
695;Ok;20.12.2012 15:36:46;27.04.2013 00:00:00;d744601ef729327e;Alentejo Portugal;;0de79b1b3cf34ddb;Semi-Trektocht kust vd Lusitano;939,00;1.029,00
695;Ok;20.12.2012 15:36:46;27.04.2013 00:00:00;d744601ef729327e;Alentejo Portugal;;f3f95dff5da4c1db;Verzameltransfer retour;90,00;1.029,00
696;Ok;20.12.2012 15:41:23;27.04.2013 00:00:00;480d1abb81124a38;Alentejo Portugal;;0de79b1b3cf34ddb;Semi-Trektocht kust vd Lusitano;939,00;1.029,00
697;Ok;20.12.2012 15:55:35;10.08.2013 00:00:00;2505ddcd1037394e;Dordogne Frankrijk;;4603a09ea2e534fb;2 tot 8 persoons huis Dordogne;800,00;800,00
698;Ok;21.12.2012 16:05:50;14.04.2013 00:00:00;4b2bd78ff6dcaf5b;Catalonië Spanje;;ca4e28d3d4b26b29;Trektocht van de Bergen naar de Zee Catalonië;1.030,00;1.600,00
698;Ok;21.12.2012 16:05:50;14.04.2013 00:00:00;4b2bd78ff6dcaf5b;Catalonië Spanje;;bb3354ffaf97009c;Toeslag Hoogseizoen Trektocht;165,00;1.600,00
698;Ok;21.12.2012 16:05:50;14.04.2013 00:00:00;4b2bd78ff6dcaf5b;Catalonië Spanje;;c4825f811e9c06fe;Verzameltransfer retour p.p. trektocht;95,00;1.600,00
698;Ok;21.12.2012 16:05:50;14.04.2013 00:00:00;4b2bd78ff6dcaf5b;Catalonië Spanje;;;Lijnvlucht Amsterdam-Barcelona incl 1 koffer 20 kg;190,00;1.600,00
698;Ok;21.12.2012 16:05:50;14.04.2013 00:00:00;4b2bd78ff6dcaf5b;Catalonië Spanje;;;Reserveringskosten;25,00;1.600,00
698;Ok;21.12.2012 16:05:50;14.04.2013 00:00:00;4b2bd78ff6dcaf5b;Catalonië Spanje;;db94d1a74665b5d2;Toeslag eenpersoonskamer trektocht;170,00;1.600,00
698;Ok;21.12.2012 16:05:50;14.04.2013 00:00:00;4b2bd78ff6dcaf5b;Catalonië Spanje;;6196ff707b11b7e5;Vroegboekkorting;-75,00;1.600,00
699;Ok;31.12.2012 17:20:29;10.06.2013 00:00:00;e131e115a5c0d4b5;Eifel Duitsland;;b0788dbf0b4c0a1e;Vulkaan Meren Trektocht Eifel;695,00;736,70
699;Ok;31.12.2012 17:20:29;10.06.2013 00:00:00;e131e115a5c0d4b5;Eifel Duitsland;;aea26b5756bd0feb;Combinatieverzekering de Luxe;41,70;736,70
703;Ok;02.01.2013 00:00:00;14.07.2013 00:00:00;b900d975ad5cb74e;Trektocht in de Hoge Pyreneeën: herders en weilanden;;;Prijs per persoon;1.130,00;1.130,00
700;Ok;02.01.2013 11:40:47;17.05.2013 00:00:00;fdd24d2de891d911;Noord Eifel Duitsland;;c181ab124ae29298;Vierdaags Panorama Trektochtweekend;1.020,00;1.020,00
701;Ok;02.01.2013 14:36:27;02.06.2013 00:00:00;8164de76597c1297;Spanje;;;Stoelreservering p.p. retour;45,00;0,00
702;Ok;03.01.2013 11:41:25;11.05.2013 00:00:00;b967b9702937414e;Sardinie Italie;;6a21db86ef510efe;Vlucht Ryanair incl 1 koffer max 20 kg;139,72;904,72
704;Ok;04.01.2013 14:41:51;07.07.2013 00:00:00;168c0d616b475882;Catalonie Spanje;;9cd73e222262abd2;Trektocht Hoge Pyreneeen Catalonië;1.030,00;1.479,67
704;Ok;04.01.2013 14:41:51;07.07.2013 00:00:00;168c0d616b475882;Catalonie Spanje;;9f1196af66536225;Toeslag Middenseizoen Trektocht;100,00;1.479,67
704;Ok;04.01.2013 14:41:51;07.07.2013 00:00:00;168c0d616b475882;Catalonie Spanje;;c4825f811e9c06fe;Verzameltransfer retour p.p. trektocht;95,00;1.479,67
704;Ok;04.01.2013 14:41:51;07.07.2013 00:00:00;168c0d616b475882;Catalonie Spanje;;6a21db86ef510efe;Vlucht Ryanair incl 1 stuk ruimbagage 20 kg;206,67;1.479,67
704;Ok;04.01.2013 14:41:51;07.07.2013 00:00:00;168c0d616b475882;Catalonie Spanje;;b350726102ee4f88;reserveringskosten;25,00;1.479,67
704;Ok;04.01.2013 14:41:51;07.07.2013 00:00:00;168c0d616b475882;Catalonie Spanje;;c8297c6b4eac70c7;Reisverzekering Europa;20,00;1.479,67
704;Ok;04.01.2013 14:41:51;07.07.2013 00:00:00;168c0d616b475882;Catalonie Spanje;;0a40ba0908143439;Poliskosten;3,00;1.479,67
705;Ok;05.01.2013 22:47:48;01.02.2013 00:00:00;fc98bac066d55a84;Ijslanders Drenthe Weekend Huis;;e7e36a86d5705d5b;Weekend zespersoons huisje Ijslanders Drenthe;225,00;225,00
706;Ok;07.01.2013 11:55:43;;b4df733b9e33b24b;;;62f37283ddeba188;Cadeaubon Paardrijvakantie;75,00;75,00
707;Ok;10.01.2013 08:50:32;31.05.2013 00:00:00;b8385813b6035f42;Ierland Wicklow;;4f70293ce2e7e828;Huifkar Wicklow Week laagseizoen;890,00;1.394,64
707;Ok;10.01.2013 08:50:32;31.05.2013 00:00:00;b8385813b6035f42;Ierland Wicklow;;f5bf0c748c2ce361;Transfer Huifkar Wicklow retour p.p.;190,00;1.394,64
707;Ok;10.01.2013 08:50:32;31.05.2013 00:00:00;b8385813b6035f42;Ierland Wicklow;;6a21db86ef510efe;Vlucht Ryanair;229,64;1.394,64
707;Ok;10.01.2013 08:50:32;31.05.2013 00:00:00;b8385813b6035f42;Ierland Wicklow;;b350726102ee4f88;Bagagefee per koffer max 20  kg;60,00;1.394,64
707;Ok;10.01.2013 08:50:32;31.05.2013 00:00:00;b8385813b6035f42;Ierland Wicklow;;b350726102ee4f88;Reserveringskosten;25,00;1.394,64
708;Ok;10.01.2013 15:27:14;20.10.2013 00:00:00;9ced0cd82cf697a7;Catalonie Spanje;;c4825f811e9c06fe;Verzameltransfer retour p.p. trektocht;190,00;2.180,00
709;Ok;10.01.2013 15:39:49;28.06.2013 00:00:00;0ce3e6dfdfd27e16;Estartit Spanje;;ba6fa54c9b3d4e00;Freestyle Estartit 17 dgn ( 16-19 jaar);975,00;0,00
709;Ok;10.01.2013 15:39:49;28.06.2013 00:00:00;0ce3e6dfdfd27e16;Estartit Spanje;;eb90f036392eeeae;Reserveringskosten;17,50;0,00
709;Ok;10.01.2013 15:39:49;28.06.2013 00:00:00;0ce3e6dfdfd27e16;Estartit Spanje;;a91b026743fc98d0;Calamiteitenfonds;2,50;0,00
709;Ok;10.01.2013 15:39:49;28.06.2013 00:00:00;0ce3e6dfdfd27e16;Estartit Spanje;;9544dc2fe1d72592;Royal Class Bus;29,50;0,00
709;Ok;10.01.2013 15:39:49;28.06.2013 00:00:00;0ce3e6dfdfd27e16;Estartit Spanje;;31195b6cf8fca3f1;Freestyle Estartit Plus;29,00;0,00
709;Ok;10.01.2013 15:39:49;28.06.2013 00:00:00;0ce3e6dfdfd27e16;Estartit Spanje;;6d950cbe51b7b604;Garantie-Annuleringsverzekering;92,68;0,00
709;Ok;10.01.2013 15:39:49;28.06.2013 00:00:00;0ce3e6dfdfd27e16;Estartit Spanje;;c3216a95995ce64e;Europeesche Aflopende Reisverzekering;35,70;0,00
709;Ok;10.01.2013 15:39:49;28.06.2013 00:00:00;0ce3e6dfdfd27e16;Estartit Spanje;;6a947490a1c099cc;Schadelogiesverzekering;18,05;0,00
709;Ok;10.01.2013 15:39:49;28.06.2013 00:00:00;0ce3e6dfdfd27e16;Estartit Spanje;;9a54ba5423ffedcc;Poliskosten;5,00;0,00
710;Ok;10.01.2013 15:54:50;16.08.2013 00:00:00;62f7a1f467fba14f;Brighton Engeland;;d33099f244cd4e76;Dynamigo Brighton 10-13 en 13-16 jaar;895,00;1.020,70
710;Ok;10.01.2013 15:54:50;16.08.2013 00:00:00;62f7a1f467fba14f;Brighton Engeland;;eb90f036392eeeae;Reserveringskosten;17,50;1.020,70
710;Ok;10.01.2013 15:54:50;16.08.2013 00:00:00;62f7a1f467fba14f;Brighton Engeland;;a91b026743fc98d0;Calamiteitenfonds;2,50;1.020,70
710;Ok;10.01.2013 15:54:50;16.08.2013 00:00:00;62f7a1f467fba14f;Brighton Engeland;;6d950cbe51b7b604;Garantie-Annuleringsverzekering;79,70;1.020,70
710;Ok;10.01.2013 15:54:50;16.08.2013 00:00:00;62f7a1f467fba14f;Brighton Engeland;;c3216a95995ce64e;Europeesche Aflopende Reisverzekering;21,00;1.020,70
710;Ok;10.01.2013 15:54:50;16.08.2013 00:00:00;62f7a1f467fba14f;Brighton Engeland;;9a54ba5423ffedcc;Poliskosten;5,00;1.020,70
711;Ok;11.01.2013 11:18:23;05.07.2013 00:00:00;6e1b9215fecfe522;Lido di Jesolo Italie;;cf9f5226decd641c;Dynamigo Lido di Jesolo 10 dgn;1.250,00;1.317,00
711;Ok;11.01.2013 11:18:23;05.07.2013 00:00:00;6e1b9215fecfe522;Lido di Jesolo Italie;;eb90f036392eeeae;Reserveringskosten;17,50;1.317,00
711;Ok;11.01.2013 11:18:23;05.07.2013 00:00:00;6e1b9215fecfe522;Lido di Jesolo Italie;;a91b026743fc98d0;Calamiteitenfonds;2,50;1.317,00
712;Ok;11.01.2013 11:28:08;16.08.2013 00:00:00;7bdaaa663f87c9c8;Brighton Engeland;;d33099f244cd4e76;Dynamigo Brighton 10-13 en 13-16 jaar;895,00;1.020,70
712;Ok;11.01.2013 11:28:08;16.08.2013 00:00:00;7bdaaa663f87c9c8;Brighton Engeland;;eb90f036392eeeae;Reserveringskosten;17,50;1.020,70
712;Ok;11.01.2013 11:28:08;16.08.2013 00:00:00;7bdaaa663f87c9c8;Brighton Engeland;;a91b026743fc98d0;Calamiteitenfonds;2,50;1.020,70
712;Ok;11.01.2013 11:28:08;16.08.2013 00:00:00;7bdaaa663f87c9c8;Brighton Engeland;;6d950cbe51b7b604;Garantie-Annuleringsverzekering;79,70;1.020,70
712;Ok;11.01.2013 11:28:08;16.08.2013 00:00:00;7bdaaa663f87c9c8;Brighton Engeland;;c3216a95995ce64e;Europeesche Aflopende Reisverzekering;21,00;1.020,70
712;Ok;11.01.2013 11:28:08;16.08.2013 00:00:00;7bdaaa663f87c9c8;Brighton Engeland;;9a54ba5423ffedcc;Poliskosten;5,00;1.020,70
715;Ok;11.01.2013 16:07:56;22.03.2013 00:00:00;4054ac37714c1d01;Loonse en Drunense Duinen Brabant;;dcfe23e99ef09736;Paardrijweekend A - 9 uur rijden, eenpersoonskamer;259,00;277,54
715;Ok;11.01.2013 16:07:56;22.03.2013 00:00:00;4054ac37714c1d01;Loonse en Drunense Duinen Brabant;;aea26b5756bd0feb;Combinatieverzekering de Luxe;15,54;277,54
715;Ok;11.01.2013 16:07:56;22.03.2013 00:00:00;4054ac37714c1d01;Loonse en Drunense Duinen Brabant;;0a40ba0908143439;Poliskosten;3,00;277,54
716;Ok;14.01.2013 12:23:19;26.05.2013 00:00:00;f78f6b21600c2b23;Noord Eifel Duitsland;;d3d428825f1d0856;Vulkanen en Geysir Zwerftocht;1.844,00;645,40
717;Ok;14.01.2013 15:20:43;02.08.2013 00:00:00;a5099365528148fd;Lido di Jesolo Italie;;cf9f5226decd641c;Dynamigo Lido di Jesolo 10 dgn;725,00;813,71
717;Ok;14.01.2013 15:20:43;02.08.2013 00:00:00;a5099365528148fd;Lido di Jesolo Italie;;eb90f036392eeeae;Reserveringskosten;17,50;813,71
717;Ok;14.01.2013 15:20:43;02.08.2013 00:00:00;a5099365528148fd;Lido di Jesolo Italie;;a91b026743fc98d0;Calamiteitenfonds;2,50;813,71
717;Ok;14.01.2013 15:20:43;02.08.2013 00:00:00;a5099365528148fd;Lido di Jesolo Italie;;9544dc2fe1d72592;Royal Class Bus;29,50;813,71
717;Ok;14.01.2013 15:20:43;02.08.2013 00:00:00;a5099365528148fd;Lido di Jesolo Italie;;c3216a95995ce64e;Europeesche Aflopende Reisverzekering;21,00;813,71
717;Ok;14.01.2013 15:20:43;02.08.2013 00:00:00;a5099365528148fd;Lido di Jesolo Italie;;6a947490a1c099cc;Schadelogiesverzekering;13,21;813,71
717;Ok;14.01.2013 15:20:43;02.08.2013 00:00:00;a5099365528148fd;Lido di Jesolo Italie;;9a54ba5423ffedcc;Poliskosten;5,00;813,71
718;Ok;14.01.2013 15:43:45;02.08.2013 00:00:00;3ffe7f6dc00a087d;Lido di Jesolo Italie;;cf9f5226decd641c;Dynamigo Lido di Jesolo 10 dgn;725,00;845,52
718;Ok;14.01.2013 15:43:45;02.08.2013 00:00:00;3ffe7f6dc00a087d;Lido di Jesolo Italie;;eb90f036392eeeae;Reserveringskosten;17,50;845,52
718;Ok;14.01.2013 15:43:45;02.08.2013 00:00:00;3ffe7f6dc00a087d;Lido di Jesolo Italie;;a91b026743fc98d0;Calamiteitenfonds;2,50;845,52
718;Ok;14.01.2013 15:43:45;02.08.2013 00:00:00;3ffe7f6dc00a087d;Lido di Jesolo Italie;;9544dc2fe1d72592;Royal Class Bus;29,50;845,52
718;Ok;14.01.2013 15:43:45;02.08.2013 00:00:00;3ffe7f6dc00a087d;Lido di Jesolo Italie;;6d950cbe51b7b604;Garantie-Annuleringsverzekering;66,02;845,52
718;Ok;14.01.2013 15:43:45;02.08.2013 00:00:00;3ffe7f6dc00a087d;Lido di Jesolo Italie;;9a54ba5423ffedcc;Poliskosten;5,00;845,52
719;Ok;14.01.2013 16:06:55;26.07.2013 00:00:00;f6523741a50fb957;Nederland;;4616a4d9d7a0eaff;Freestyle Gamezone;685,00;719,17
719;Ok;14.01.2013 16:06:55;26.07.2013 00:00:00;f6523741a50fb957;Nederland;;eb90f036392eeeae;Reserveringskosten;17,50;719,17
719;Ok;14.01.2013 16:06:55;26.07.2013 00:00:00;f6523741a50fb957;Nederland;;6a947490a1c099cc;Schadelogiesverzekering;11,67;719,17
719;Ok;14.01.2013 16:06:55;26.07.2013 00:00:00;f6523741a50fb957;Nederland;;9a54ba5423ffedcc;Poliskosten;5,00;719,17
720;Ok;14.01.2013 17:27:15;24.02.2013 00:00:00;72b28b5f1ff9207b;Brabant Leenderheide;;61ec9e975994d79f;Jeugdkamp Brabant, Op de grens;260,00;260,00
721;Ok;14.01.2013 17:44:41;24.02.2013 00:00:00;72b28b5f1ff9207b;Brabant leenderheide;;61ec9e975994d79f;Jeugdkamp Brabant, Op de grens;260,00;0,00
722;Ok;15.01.2013 11:55:24;19.07.2013 00:00:00;826f2a57235cbff0;;;dcfe23e99ef09736;Paardrijweekend A - 9 uur rijden, tweepersoonskamer;880,00;880,00
723;Ok;15.01.2013 13:03:34;10.08.2013 00:00:00;e23d0eda98c4bf68;Hongarije;;598ebc3babb4cdfa;Kiskusag poesta trektocht Hongarije;1.020,00;1.020,00
708;Ok;10.01.2013 15:27:14;20.10.2013 00:00:00;9ced0cd82cf697a7;Catalonie Spanje;;9cd73e222262abd2;Trektocht langs 2 Stranden Catalonië;2.140,00;2.180,00
708;Ok;10.01.2013 15:27:14;20.10.2013 00:00:00;9ced0cd82cf697a7;Catalonie Spanje;;6196ff707b11b7e5;Vroegboekkorting;-150,00;2.180,00
724;Ok;15.01.2013 15:45:54;13.04.2013 00:00:00;6dbc3cf768cd07bd;Sierra Nevada Spanje;;979e74eb6a86549a;Alpujarras 2 Trektocht;2.300,00;2.300,00
725;Ok;17.01.2013 12:02:01;11.05.2013 00:00:00;9ff18f9799bddd08;Alentejo Portugal;;0de79b1b3cf34ddb;Semi-Trektocht kust vd Lusitano;1.878,00;1.784,00
725;Ok;17.01.2013 12:02:01;11.05.2013 00:00:00;9ff18f9799bddd08;Alentejo Portugal;;f3f95dff5da4c1db;Terugkeerkorting;-94,00;1.784,00
726;Ok;22.01.2013 13:09:45;14.06.2013 00:00:00;2836dadc2dc74bea;Brabant Loonse en Drunense Duinen;;dcfe23e99ef09736;Paardrijweekend A - 9 uur rijden, tweepersoonskamer;440,00;440,00
727;Ok;22.01.2013 13:42:31;28.07.2013 00:00:00;2f5ef7de88ad7e7d;Brabant Leenderheide;;61ec9e975994d79f;Jeugdkamp Brabant, Op de grens;1.180,00;1.180,00
728;Ok;22.01.2013 13:55:59;18.08.2013 00:00:00;5dc096f4850b225e;Brabant Leenderheide;;61ec9e975994d79f;Jeugdkamp Brabant, Op de grens;1.180,00;1.253,80
728;Ok;22.01.2013 13:55:59;18.08.2013 00:00:00;5dc096f4850b225e;Brabant Leenderheide;;aea26b5756bd0feb;Combinatieverzekering de Luxe;70,80;1.253,80
728;Ok;22.01.2013 13:55:59;18.08.2013 00:00:00;5dc096f4850b225e;Brabant Leenderheide;;0a40ba0908143439;Poliskosten;3,00;1.253,80
729;Ok;22.01.2013 14:04:41;14.07.2013 00:00:00;51da138ab120e856;Brabant leenderheide;;61ec9e975994d79f;Jeugdkamp Brabant, Op de grens;295,00;311,28
729;Ok;22.01.2013 14:04:41;14.07.2013 00:00:00;51da138ab120e856;Brabant leenderheide;;1f5324d93d081e6e;Annuleringsverzekering De Luxe;13,28;311,28
729;Ok;22.01.2013 14:04:41;14.07.2013 00:00:00;51da138ab120e856;Brabant leenderheide;;0a40ba0908143439;Poliskosten;3,00;311,28
730;Ok;22.01.2013 14:38:17;13.07.2013 00:00:00;c8d33b40e7a9128f;Sardinie;;4d4bdf9e7f41dc0c;Standplaatsweek Strand en Bergen excl transfers;2.694,00;2.435,00
730;Ok;22.01.2013 14:38:17;13.07.2013 00:00:00;c8d33b40e7a9128f;Sardinie;;a9bb9e8a4358cc48;Korting 3e persoon in Garden Suite;-259,00;2.435,00
731;Ok;22.01.2013 15:21:59;17.08.2013 00:00:00;5aa6660ff48cb172;Extremadura Spanje;;047433750b991ec1;Semi-trektocht Extremadura;6.615,00;6.912,00
731;Ok;22.01.2013 15:21:59;17.08.2013 00:00:00;5aa6660ff48cb172;Extremadura Spanje;;ffb40b8e098a5d06;Groepskortiing;-333,00;6.912,00
732;Ok;22.01.2013 15:39:46;23.02.2013 00:00:00;44ef0f4cc3765e07;Alentejo Portugal;;42331701fddd6f43;Programma C Laagseizoen Volpension excl massages;1.909,50;1.909,50
733;Ok;22.01.2013 18:48:43;12.07.2013 00:00:00;e00a82563dda942e;Zweden;;ff31b32393d0b69a;Dynamigo Zweden Expeditie;735,00;0,00
733;Ok;22.01.2013 18:48:43;12.07.2013 00:00:00;e00a82563dda942e;Zweden;;eb90f036392eeeae;Reserveringskosten;17,50;0,00
733;Ok;22.01.2013 18:48:43;12.07.2013 00:00:00;e00a82563dda942e;Zweden;;a91b026743fc98d0;Calamiteitenfonds;2,50;0,00
733;Ok;22.01.2013 18:48:43;12.07.2013 00:00:00;e00a82563dda942e;Zweden;;f0ac8960b0459902;Toeslag Vertrek  Antwerpen;25,00;0,00
733;Ok;22.01.2013 18:48:43;12.07.2013 00:00:00;e00a82563dda942e;Zweden;;c3216a95995ce64e;Europeesche Aflopende Reisverzekering;21,00;0,00
733;Ok;22.01.2013 18:48:43;12.07.2013 00:00:00;e00a82563dda942e;Zweden;;6a947490a1c099cc;Schadelogiesverzekering;13,30;0,00
